,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
10,22.1,22.125,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.15,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.05,22.05,22.025,22.05,22.0,22.0,22.0,22.0666666666667,22.05,22.075,22.1,22.1,22.1,22.1,22.1,22.1,22.08,22.1,22.0,22.08,22.025,22.0,22.033333333333303,22.075,22.0,22.075,22.0666666666667,22.05,22.0666666666667,22.075,22.025,22.025,22.033333333333303,22.075,22.075
11,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1333333333333,22.1,22.175,22.175,22.175,22.175,22.2,22.2,22.2,22.2,22.2,22.15,22.15,22.2,22.175,22.2,22.2,22.1666666666667,22.2,22.2,22.175,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.175,22.2,22.2,22.2,22.2,22.2,22.2,22.175,22.175,22.175,22.2
12,22.2,22.2,22.2,22.2,22.2,22.175,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.26,22.29,22.315,22.39,22.39,22.426666666666698,22.4725,22.533333333333303,22.575,22.6,22.6,22.6,22.675,22.6666666666667,22.7,22.7225,22.7,22.7,22.7,22.7,22.7,22.7,22.675,22.7,22.7,22.7,22.7,22.675,22.65,22.6666666666667,22.65,22.625,22.6,22.625,22.625,22.6,22.6,22.6,22.6333333333333,22.65,22.675,22.7225,22.76,22.856666666666698,22.89
13,22.89,22.89,22.89,22.89,22.89,22.89,22.84,22.823333333333302,22.79,22.79,22.79,22.745,22.7,22.7,22.6666666666667,22.6,22.6,22.5666666666667,22.525,22.5,22.5,22.4175,22.39,22.39,22.39,22.39,22.39,22.34,22.323333333333302,22.29,22.29,22.29,22.29,22.29,22.29,22.2675,22.29,22.29,22.29,22.29,22.29,22.29,22.315,22.29,22.34,22.315,22.29,22.29,22.29,22.29,22.29,22.29,22.29,22.29,22.29,22.29,22.29,22.29,22.29
14,22.2675,22.2675,22.2675,22.29,22.245,22.29,22.2675,22.2675,22.29,22.23,22.2225,22.2,22.2225,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.245,22.2,22.2,22.2,22.2675,22.2,22.23,22.2,22.2675,22.2,22.2,22.245,22.2225,22.2225,22.29,22.245,22.29,22.29,22.29,22.315,22.323333333333302,22.29,22.29,22.34,22.39,22.39,22.39,22.39,22.39,22.426666666666698,22.445,22.5,22.463333333333303
15,22.5,22.55,22.5,22.525,22.5,22.5,22.525,22.575,22.6,22.6,22.5,22.6,22.55,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.575,22.6,22.55,22.525,22.5,22.5,22.525,22.55,22.5,22.5,22.5,22.5,22.55,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.4725,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
16,22.5,22.5,22.5,22.5,22.445,22.4175,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.356666666666698,22.39,22.39,22.39,22.39,22.39,22.4175,22.4725,22.445,22.445,22.426666666666698,22.39,22.426666666666698,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.356666666666698,22.39,22.365,22.323333333333302,22.34,22.34,22.323333333333302,22.365,22.315,22.34,22.29,22.29,22.29,22.29,22.29,22.315,22.29
17,22.2675,22.29,22.29,22.29,22.245,22.23,22.29,22.245,22.2675,22.29,22.2675,22.245,22.29,22.29,22.29,22.29,22.29,22.245,22.29,22.29,22.29,22.29,22.29,22.2225,22.26,22.245,22.245,22.2225,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.175,22.175,22.2,22.1333333333333,22.15,22.1333333333333,22.1,22.1,22.1,22.125,22.1333333333333,22.125,22.1,22.1,22.1,22.0666666666667,22.025,22.0,22.0
18,22.0,22.025,22.0,22.075,22.025,22.0,22.0,22.0,21.945,21.89,21.89,21.84,21.84,21.79,21.79,21.79,21.745,21.7,21.7,21.7,21.7,21.7,21.6,21.7,21.6,21.6,21.6,21.55,21.55,21.5666666666667,21.55,21.5,21.5,21.5,21.5,21.5,21.39,21.39,21.39,21.39,21.34,21.29,21.323333333333302,21.34,21.34,21.29,21.29,21.245,21.2,21.2,21.245,21.29,21.29,21.29,21.29,21.2,21.2,21.2,21.2
19,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.245,21.2,21.2,21.2,21.2,21.2,21.2,21.1,21.1,21.1,21.1,21.15,21.1,21.15,21.15,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.15,21.1,21.1,21.1,21.1,21.175,21.2,21.1,21.1,21.1,21.075,21.05,21.1,21.15,21.15,21.2,21.175,21.1666666666667,21.15,21.1
20,21.15,21.1666666666667,21.1,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.15,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.15,21.1666666666667,21.1,21.1,21.1,21.1,21.033333333333303,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.9725
21,21.0,20.963333333333303,21.0,20.89,20.963333333333303,21.0,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.79,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.79,20.89,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.745,20.79,20.745,20.7,20.745,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7
22,20.7,20.7,20.6333333333333,20.7,20.65,20.6,20.65,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.55,20.6,20.6,20.6,20.6,20.6,20.55,20.6,20.55,20.6,20.6,20.6,20.575,20.6,20.5,20.5,20.55,20.6,20.55,20.55,20.5,20.6,20.5666666666667,20.55,20.5,20.55,20.6,20.5,20.55,20.55,20.5,20.5,20.5,20.55,20.5,20.5,20.533333333333303,20.5,20.5,20.5,20.5,20.5,20.5,20.5
23,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.445,20.5,20.5,20.39,20.445,20.39,20.426666666666698,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.356666666666698,20.356666666666698,20.39,20.29,20.39,20.34,20.29,20.29,20.29,20.323333333333302,20.29,20.323333333333302,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.245,20.29,20.29,20.29,20.29,20.2225,20.2,20.2,20.2
24,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.1666666666667,20.15,20.2,20.15,20.15,20.2,20.15,20.2,20.15,20.1,20.2,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1666666666667,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.245,20.245,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.356666666666698
25,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.26,20.29,20.29,20.29,20.29,20.245,20.29,20.23,20.245,20.2,20.29,20.2,20.23,20.245,20.29,20.26,20.29,20.29,20.29,20.29,20.323333333333302,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.34,20.39,20.39,20.39,20.39,20.39,20.5,20.426666666666698,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.55
26,20.5,20.5,20.6,20.5,20.6,20.5,20.5,20.55,20.55,20.5,20.55,20.6,20.6,20.6,20.5,20.5,20.6,20.6,20.5666666666667,20.5666666666667,20.5666666666667,20.6,20.6,20.6,20.6,20.6,20.5,20.6,20.55,20.55,20.6,20.5,20.5,20.55,20.6,20.6,20.6,20.6,20.5,20.5,20.463333333333303,20.5,20.5,20.5,20.5,20.39,20.426666666666698,20.5,20.5,20.5,20.445,20.39,20.39,20.39,20.5,20.5,20.5,20.5,20.533333333333303
27,20.525,20.5,20.5,20.533333333333303,20.5,20.5,20.5,20.5,20.5,20.533333333333303,20.525,20.5,20.5,20.533333333333303,20.55,20.5,20.55,20.55,20.5,20.5,20.6,20.5,20.533333333333303,20.533333333333303,20.6,20.6,20.5,20.55,20.55,20.5,20.6,20.5,20.55,20.6,20.55,20.55,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.445,20.5,20.5,20.5,20.5,20.426666666666698,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39
28,20.445,20.445,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.5,20.39,20.445,20.463333333333303,20.5,20.445,20.39,20.39,20.39,20.39,20.445,20.445,20.5,20.5,20.445,20.445,20.463333333333303,20.39,20.5,20.5,20.463333333333303,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.445,20.39
29,20.39,20.39,20.445,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.356666666666698,20.29,20.34,20.34,20.34,20.39,20.39,20.34,20.356666666666698,20.39,20.34,20.39,20.39,20.39,20.39,20.39,20.34,20.39,20.39,20.356666666666698,20.34,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.245,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.245,20.29,20.29,20.29,20.29,20.29
30,20.29,20.29,20.29,20.245,20.245,20.245,20.2,20.245,20.2,20.29,20.245,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.2,20.23,20.29,20.29,20.29,20.2,20.29,20.29,20.29,20.26,20.245,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.323333333333302,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.29,20.29,20.245,20.29,20.29,20.2,20.2,20.2,20.2,20.2,20.1
31,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.245,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.245,20.245,20.2,20.2,20.2,20.2,20.245,20.245,20.2,20.2,20.2,20.2,20.2,20.2,20.175,20.175,20.2,20.175,20.1,20.15,20.1333333333333,20.175,20.125,20.15,20.2,20.2,20.2225,20.2675,20.29,20.315,20.39
32,20.426666666666698,20.4725,20.525,20.5,20.5666666666667,20.625,20.65,20.7,20.7,20.7,20.7225,20.7,20.79,20.79,20.79,20.79,20.815,20.79,20.84,20.89,20.865,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.865,20.865,20.823333333333302,20.84,20.89,20.865,20.856666666666698,20.865,20.84,20.84,20.84,20.89,20.865,20.865,20.865,20.89,20.865,20.856666666666698,20.84,20.865,20.89,20.89,20.865,20.84,20.865,20.89,20.865,20.823333333333302,20.856666666666698,20.89,20.9175
33,20.926666666666698,20.9175,20.963333333333303,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.926666666666698,20.945,20.945,20.945,20.945,20.9725,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.025,21.05,21.05,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.175,21.15,21.2,21.2,21.175,21.2,21.2,21.2225,21.29,21.2675,21.29,21.323333333333302,21.29,21.29,21.315,21.29,21.29,21.315,21.34,21.325,21.31,21.323333333333302
34,21.39,21.39,21.34,21.34,21.29,21.34,21.29,21.34,21.315,21.29,21.315,21.315,21.39,21.39,21.39,21.39,21.365,21.39,21.39,21.323333333333302,21.365,21.39,21.34,21.39,21.34,21.356666666666698,21.29,21.323333333333302,21.315,21.34,21.315,21.315,21.29,21.29,21.29,21.29,21.365,21.39,21.323333333333302,21.39,21.4725,21.5,21.5,21.5,21.6,21.65,21.675,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.73,21.73,21.7675,21.754,21.73
35,21.745,21.7,21.7,21.73,21.7225,21.7225,21.7,21.7,21.7675,21.76,21.79,21.79,21.79,21.73,21.79,21.79,21.79,21.79,21.745,21.745,21.7,21.7225,21.7,21.7,21.7,21.7,21.7,21.7,21.7225,21.76,21.7225,21.7225,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.65,21.6333333333333,21.65,21.7,21.675,21.65,21.7,21.7,21.7,21.7,21.7
36,21.675,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7225,21.7,21.73,21.79,21.7675,21.79,21.79,21.79,21.79,21.79,21.76,21.79,21.79,21.73,21.745,21.76,21.7675,21.79,21.745,21.745,21.745,21.745,21.7,21.73,21.73,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.65,21.65,21.6
37,21.6,21.533333333333303,21.55,21.525,21.5,21.5,21.5,21.4725,21.445,21.39,21.39,21.39,21.39,21.39,21.34,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.39,21.39,21.39,21.445,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.55,21.6,21.6,21.625,21.7,21.64,21.7,21.675,21.7,21.6333333333333,21.6666666666667,21.7,21.7,21.7,21.7225,21.745
38,21.79,21.7675,21.7675,21.79,21.79,21.79,21.76,21.79,21.79,21.79,21.79,21.823333333333302,21.89,21.815,21.89,21.89,21.89,21.89,21.89,21.89,21.945,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.05,22.0666666666667,22.1,22.1,22.1,22.1,22.1,22.125,22.15,22.1666666666667,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.175,22.2,22.2,22.2,22.2,22.1333333333333,22.1666666666667,22.175,22.2,22.2,22.2,22.2,22.2,22.2
39,22.2,22.2,22.2,22.175,22.1666666666667,22.175,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.15,22.2,22.1666666666667,22.125,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.075,22.1,22.05,22.0666666666667,22.075,22.033333333333303,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.0666666666667,22.075,22.05,22.0,22.0,22.0,22.0
40,22.0083333333333,22.016666666666698,22.0,21.9725,22.0,22.0,22.0,22.0,22.0,22.0,22.0,21.963333333333303,21.9725,21.963333333333303,21.89,21.89,21.9175,21.89,21.89,21.89,21.89,21.89,21.89,21.89,21.89,21.89,21.865,21.89,21.865,21.79,21.84,21.79,21.76,21.745,21.79,21.745,21.73,21.7225,21.7225,21.7,21.73,21.7225,21.745,21.79,21.79,21.79,21.7675,21.7675,21.79,21.79,21.79,21.7675,21.76,21.7225,21.745,21.7,21.745,21.7225,21.79
41,21.79,21.79,21.7675,21.79,21.7675,21.7675,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.84,21.84,21.79,21.79,21.79,21.745,21.7225,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.6666666666667,21.625,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.625,21.65,21.6666666666667,21.65,21.675,21.7,21.7,21.6333333333333,21.675,21.7,21.7,21.625,21.65,21.65,21.7
42,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.675,21.65,21.6,21.533333333333303,21.5,21.5,21.5,21.5,21.5,21.445,21.39,21.39,21.39,21.39,21.39,21.323333333333302,21.323333333333302,21.29,21.29,21.29,21.2,21.2,21.2,21.2,21.175,21.1,21.1,21.1,21.1,21.1,21.05,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.89,20.926666666666698,21.0,21.0,21.0,20.89,21.0,20.89,20.89,20.89,20.89,20.945,20.89
43,21.0,20.945,20.963333333333303,20.945,21.0,20.89,20.89,20.79,20.84,20.79,20.79,20.79,20.7,20.79,20.745,20.7,20.7,20.7,20.7,20.7,20.7,20.6333333333333,20.6,20.6,20.6,20.6,20.6,20.6333333333333,20.6,20.6,20.65,20.6,20.5,20.5,20.5,20.39,20.34,20.39,20.39,20.39,20.39,20.5,20.5,20.445,20.39,20.39,20.5,20.445,20.39,20.39,20.445,20.5,20.5,20.5,20.5,20.5,20.5,20.39,20.39
44,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.445,20.5,20.5,20.445,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.29,20.29,20.29,20.29,20.29,20.2675,20.245,20.245,20.29,20.245,20.29,20.29,20.29,20.29,20.29,20.26,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.245,20.2,20.2,20.29,20.2,20.2,20.2,20.15,20.2,20.2,20.2,20.15,20.2,20.2
45,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.15,20.2,20.2,20.2,20.2,20.15,20.1333333333333,20.15,20.1666666666667,20.2,20.2,20.1,20.2,20.2,20.2,20.15,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.15,20.1666666666667,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.1,20.2,20.2,20.2,20.15,20.15,20.1333333333333,20.05,20.05,20.0
46,20.1,20.1,20.05,20.05,20.05,20.0,20.0,20.0,20.1,20.0,20.0,20.1,19.945,20.0,20.0,20.0,20.0,20.0,20.0666666666667,20.05,20.1,20.1,20.05,20.1,20.1,20.05,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.1,20.0,20.05,20.05,20.05,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.945,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
47,20.0,20.0,20.0,20.0,20.0,19.945,20.0,20.0,20.0,20.0,20.0,20.0,19.926666666666698,19.89,19.79,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.945,19.945,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0666666666667,20.1,20.0,20.0,19.945,19.89,19.89,19.89,19.89,20.0,20.0,20.0,20.0
48,20.0,19.9725,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.05,20.0,20.0,20.0,20.05,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.05,20.033333333333303,20.0
49,20.0,19.945,19.89,20.0,19.945,20.0,20.0,20.0,20.0,20.0,19.945,19.945,19.945,19.945,20.0,20.0,20.0,20.0,19.926666666666698,19.945,20.0,20.0,19.945,19.945,19.945,19.926666666666698,20.0,20.0,19.963333333333303,19.945,19.89,20.0,19.945,19.926666666666698,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89
50,19.89,19.89,19.89,19.89,19.89,19.89,19.84,19.79,19.89,19.89,19.84,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.79,19.89,19.89,19.89,19.79,19.89,19.89,19.89,19.89,19.84
51,19.79,19.79,19.79,19.79,19.79,19.79,19.89,19.84,19.856666666666698,19.79,19.79,19.79,19.84,19.79,19.84,19.79,19.79,19.79,19.79,19.79,19.89,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.84,19.79,19.79,19.79,19.79,19.745,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79
52,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.84,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.745,19.79,19.79,19.7,19.7,19.745,19.79,19.79,19.745,19.745,19.79,19.79,19.7
53,19.745,19.7,19.7225,19.7,19.745,19.79,19.73,19.79,19.79,19.79,19.79,19.79,19.79,19.745,19.7,19.745,19.79,19.79,19.745,19.79,19.745,19.79,19.7,19.7675,19.79,19.79,19.745,19.7,19.745,19.745,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.76,19.79,19.76,19.79,19.745,19.79,19.745,19.73,19.745,19.7,19.7,19.7,19.7,19.7
