date,Temperature,Humidity,Light,CO2,Occupancy,Ora,day,hour,absH,weekend,out_of_turn
2015-02-11 16:41:59,21.926666666666698,30.29,426.666666666667,791.333333333333,1,2,11,16:41:59,16,0.0,1.0
2015-02-11 16:43:00,21.9725,30.175,428.25,793.25,1,2,11,16:43:00,16,0.0,1.0
2015-02-11 16:44:00,21.89,30.245,433.0,787.5,1,2,11,16:44:00,16,0.0,1.0
2015-02-11 16:45:00,21.926666666666698,30.356666666666698,433.0,789.0,1,2,11,16:45:00,16,0.0,1.0
2015-02-11 16:46:00,21.945,30.1725,428.25,782.75,1,2,11,16:46:00,16,0.0,1.0
2015-02-11 16:46:59,21.9175,30.34,428.25,783.5,1,2,11,16:46:59,16,0.0,1.0
2015-02-11 16:47:59,21.926666666666698,30.29,426.666666666667,791.0,1,2,11,16:47:59,16,0.0,1.0
2015-02-11 16:49:00,21.9175,30.2925,428.25,786.0,1,2,11,16:49:00,16,0.0,1.0
2015-02-11 16:50:00,21.9175,30.27,433.0,786.5,1,2,11,16:50:00,16,0.0,1.0
2015-02-11 16:51:00,21.926666666666698,30.196666666666697,433.0,786.333333333333,1,2,11,16:51:00,16,0.0,1.0
2015-02-11 16:52:00,21.89,30.34,428.25,786.333333333333,1,2,11,16:52:00,16,0.0,1.0
2015-02-11 16:53:00,21.945,30.34,433.0,787.666666666667,1,2,11,16:53:00,16,0.0,1.0
2015-02-11 16:53:59,21.945,30.39,433.0,786.5,1,2,11,16:53:59,16,0.0,1.0
2015-02-11 16:54:59,21.89,30.365,433.0,791.75,1,2,11,16:54:59,16,0.0,1.0
2015-02-11 16:56:00,21.89,30.39,433.0,788.0,1,2,11,16:56:00,16,0.0,1.0
2015-02-11 16:57:00,21.9175,30.4725,433.0,797.75,1,2,11,16:57:00,16,0.0,1.0
2015-02-11 16:58:00,21.9175,30.39,433.0,801.75,1,2,11,16:58:00,16,0.0,1.0
2015-02-11 16:59:00,21.945,30.5,433.0,803.5,1,2,11,16:59:00,16,0.0,1.0
2015-02-11 16:59:59,21.89,30.4725,433.0,811.0,1,2,11,16:59:59,16,0.0,1.0
2015-02-11 17:00:59,21.89,30.426666666666698,433.0,803.666666666667,1,2,11,17:00:59,17,0.0,1.0
2015-02-11 17:02:00,21.9725,30.5,433.0,801.5,1,2,11,17:02:00,17,0.0,1.0
2015-02-11 17:03:00,21.945,30.5,433.0,804.0,1,2,11,17:03:00,17,0.0,1.0
2015-02-11 17:04:00,21.9725,30.4175,433.0,807.0,1,2,11,17:04:00,17,0.0,1.0
2015-02-11 17:05:00,21.945,30.3675,433.0,801.75,1,2,11,17:05:00,17,0.0,1.0
2015-02-11 17:06:00,21.9725,30.4725,433.0,796.25,1,2,11,17:06:00,17,0.0,1.0
2015-02-11 17:06:59,21.926666666666698,30.533333333333303,433.0,807.0,1,2,11,17:06:59,17,0.0,1.0
2015-02-11 17:08:00,21.9725,30.55,433.0,823.75,1,2,11,17:08:00,17,0.0,1.0
2015-02-11 17:09:00,21.89,30.463333333333303,433.0,818.0,1,2,11,17:09:00,17,0.0,1.0
2015-02-11 17:10:00,21.956,30.458000000000002,433.0,807.5,1,2,11,17:10:00,17,0.0,1.0
2015-02-11 17:10:59,21.9175,30.5,433.0,814.0,1,2,11,17:10:59,17,0.0,1.0
2015-02-11 17:12:00,21.963333333333303,30.39,433.0,804.25,1,2,11,17:12:00,17,0.0,1.0
2015-02-11 17:12:59,21.945,30.445,433.0,805.0,1,2,11,17:12:59,17,0.0,1.0
2015-02-11 17:13:59,21.945,30.3975,433.0,805.75,1,2,11,17:13:59,17,0.0,1.0
2015-02-11 17:15:00,21.945,30.3425,433.0,799.25,1,2,11,17:15:00,17,0.0,1.0
2015-02-11 17:16:00,22.0,30.445,433.0,797.0,1,2,11,17:16:00,17,0.0,1.0
2015-02-11 17:17:00,21.9725,30.4175,433.0,798.25,1,2,11,17:17:00,17,0.0,1.0
2015-02-11 17:18:00,22.0,30.2,433.0,784.5,1,2,11,17:18:00,17,0.0,1.0
2015-02-11 17:19:00,21.926666666666698,30.3266666666667,423.666666666667,780.666666666667,1,2,11,17:19:00,17,0.0,1.0
2015-02-11 17:19:59,21.9725,30.365,433.0,782.75,1,2,11,17:19:59,17,0.0,1.0
2015-02-11 17:21:00,21.89,30.39,426.0,787.0,1,2,11,17:21:00,17,0.0,1.0
2015-02-11 17:22:00,21.89,30.245,426.0,790.5,1,2,11,17:22:00,17,0.0,1.0
2015-02-11 17:23:00,21.89,30.3175,429.5,782.25,1,2,11,17:23:00,17,0.0,1.0
2015-02-11 17:23:59,21.89,30.196666666666697,423.666666666667,778.0,1,2,11,17:23:59,17,0.0,1.0
2015-02-11 17:25:00,21.89,30.2475,422.5,778.0,1,2,11,17:25:00,17,0.0,1.0
2015-02-11 17:25:59,21.89,30.1333333333333,428.333333333333,773.333333333333,1,2,11,17:25:59,17,0.0,1.0
2015-02-11 17:26:59,21.89,30.175,419.0,766.25,1,2,11,17:26:59,17,0.0,1.0
2015-02-11 17:28:00,21.89,30.125,419.0,756.25,1,2,11,17:28:00,17,0.0,1.0
2015-02-11 17:29:00,21.89,30.175,419.0,751.333333333333,1,2,11,17:29:00,17,0.0,1.0
2015-02-11 17:30:00,21.89,30.033333333333303,419.0,746.5,1,2,11,17:30:00,17,0.0,1.0
2015-02-11 17:31:00,21.89,29.8675,419.0,740.5,1,2,11,17:31:00,17,0.0,1.0
2015-02-11 17:31:59,21.84,29.84,419.0,735.0,1,2,11,17:31:59,17,0.0,1.0
2015-02-11 17:32:59,21.89,29.89,419.0,719.0,1,2,11,17:32:59,17,0.0,1.0
2015-02-11 17:34:00,21.815,29.84,419.0,718.0,1,2,11,17:34:00,17,0.0,1.0
2015-02-11 17:35:00,21.823333333333302,29.856666666666698,419.0,716.0,1,2,11,17:35:00,17,0.0,1.0
2015-02-11 17:36:00,21.84,29.84,419.0,712.25,1,2,11,17:36:00,17,0.0,1.0
2015-02-11 17:37:00,21.815,29.815,419.0,708.5,1,2,11,17:37:00,17,0.0,1.0
2015-02-11 17:38:00,21.84,29.795,419.0,702.0,1,2,11,17:38:00,17,0.0,1.0
2015-02-11 17:38:59,21.823333333333302,29.823333333333302,419.0,702.0,1,2,11,17:38:59,17,0.0,1.0
2015-02-11 17:39:59,21.815,29.7475,419.0,695.75,1,2,11,17:39:59,17,0.0,1.0
2015-02-11 17:41:00,21.79,29.73,419.0,686.666666666667,1,2,11,17:41:00,17,0.0,1.0
2015-02-11 17:42:00,21.815,29.55,419.0,679.75,1,2,11,17:42:00,17,0.0,1.0
2015-02-11 17:43:00,21.79,29.5,419.0,674.0,1,2,11,17:43:00,17,0.0,1.0
2015-02-11 17:44:00,21.79,29.3675,419.0,669.25,1,2,11,17:44:00,17,0.0,1.0
2015-02-11 17:44:59,21.79,29.745,419.0,667.5,1,2,11,17:44:59,17,0.0,1.0
2015-02-11 17:45:59,21.815,29.6725,419.0,679.0,1,2,11,17:45:59,17,0.0,1.0
2015-02-11 17:47:00,21.79,29.6,419.0,678.0,1,2,11,17:47:00,17,0.0,1.0
2015-02-11 17:48:00,21.84,29.55,419.0,674.0,1,2,11,17:48:00,17,0.0,1.0
2015-02-11 17:49:00,21.79,29.4725,419.0,666.5,1,2,11,17:49:00,17,0.0,1.0
2015-02-11 17:50:00,21.79,29.34,419.0,665.666666666667,1,2,11,17:50:00,17,0.0,1.0
2015-02-11 17:51:00,21.89,29.29,419.0,648.666666666667,1,2,11,17:51:00,17,0.0,1.0
2015-02-11 17:51:59,21.84,29.315,419.0,643.25,1,2,11,17:51:59,17,0.0,1.0
2015-02-11 17:53:00,21.89,29.29,419.0,635.0,1,2,11,17:53:00,17,0.0,1.0
2015-02-11 17:54:00,21.865,29.29,419.0,636.25,1,2,11,17:54:00,17,0.0,1.0
2015-02-11 17:55:00,21.89,29.34,419.0,636.25,1,2,11,17:55:00,17,0.0,1.0
2015-02-11 17:55:59,21.89,29.29,419.0,639.0,1,2,11,17:55:59,17,0.0,1.0
2015-02-11 17:57:00,21.856666666666698,29.4333333333333,419.0,640.333333333333,1,2,11,17:57:00,17,0.0,1.0
2015-02-11 17:57:59,21.89,29.2675,419.0,639.75,1,2,11,17:57:59,17,0.0,1.0
2015-02-11 17:58:59,21.89,29.245,419.0,638.5,1,2,11,17:58:59,17,0.0,1.0
2015-02-11 18:00:00,21.89,29.42,415.5,643.5,1,2,11,18:00:00,18,0.0,1.0
2015-02-11 18:01:00,21.89,29.7725,415.0,648.0,1,2,11,18:01:00,18,0.0,1.0
2015-02-11 18:02:00,21.89,29.7475,419.0,656.75,1,2,11,18:02:00,18,0.0,1.0
2015-02-11 18:03:00,21.89,29.4566666666667,419.0,655.666666666667,1,2,11,18:03:00,18,0.0,1.0
2015-02-11 18:04:00,21.89,29.2675,419.0,646.75,1,2,11,18:04:00,18,0.0,1.0
2015-02-11 18:04:59,21.89,29.29,419.0,643.0,1,2,11,18:04:59,18,0.0,1.0
2015-02-11 18:06:00,21.89,29.23,419.0,639.0,1,2,11,18:06:00,18,0.0,1.0
2015-02-11 18:07:00,21.89,29.2,419.0,633.5,1,2,11,18:07:00,18,0.0,1.0
2015-02-11 18:08:00,21.865,29.125,419.0,631.0,1,2,11,18:08:00,18,0.0,1.0
2015-02-11 18:08:59,21.89,29.125,419.0,626.0,1,2,11,18:08:59,18,0.0,1.0
2015-02-11 18:10:00,21.815,28.9725,419.0,614.75,1,2,11,18:10:00,18,0.0,1.0
2015-02-11 18:10:59,21.79,28.89,419.0,606.0,1,2,11,18:10:59,18,0.0,1.0
2015-02-11 18:11:59,21.823333333333302,28.856666666666698,419.0,603.0,1,2,11,18:11:59,18,0.0,1.0
2015-02-11 18:13:00,21.79,28.79,419.0,600.75,1,2,11,18:13:00,18,0.0,1.0
2015-02-11 18:14:00,21.79,28.695,419.0,601.0,1,2,11,18:14:00,18,0.0,1.0
2015-02-11 18:15:00,21.79,28.6333333333333,419.0,601.666666666667,1,2,11,18:15:00,18,0.0,1.0
2015-02-11 18:16:00,21.79,28.7225,419.0,597.25,1,2,11,18:16:00,18,0.0,1.0
2015-02-11 18:16:59,21.79,28.6475,419.0,596.5,1,2,11,18:16:59,18,0.0,1.0
2015-02-11 18:17:59,21.79,28.533333333333303,419.0,596.666666666667,1,2,11,18:17:59,18,0.0,1.0
2015-02-11 18:19:00,21.79,28.525,419.0,595.25,1,2,11,18:19:00,18,0.0,1.0
2015-02-11 18:20:00,21.79,28.42,419.0,588.5,1,2,11,18:20:00,18,0.0,1.0
2015-02-11 18:21:00,21.79,28.55,419.0,585.0,1,2,11,18:21:00,18,0.0,1.0
2015-02-11 18:22:00,21.7675,28.5,419.0,585.75,1,2,11,18:22:00,18,0.0,1.0
2015-02-11 18:23:00,21.7,28.445,412.0,584.5,1,2,11,18:23:00,18,0.0,1.0
2015-02-11 18:23:59,21.7,28.5,279.33333333333303,585.0,1,2,11,18:23:59,18,0.0,1.0
2015-02-11 18:24:59,21.7,28.5666666666667,0.0,582.0,0,2,11,18:24:59,18,0.0,1.0
2015-02-11 18:26:00,21.7,28.76,0.0,578.0,0,2,11,18:26:00,18,0.0,1.0
2015-02-11 18:27:00,21.7,28.79,0.0,584.0,0,2,11,18:27:00,18,0.0,1.0
2015-02-11 18:28:00,21.7,28.79,0.0,586.5,0,2,11,18:28:00,18,0.0,1.0
2015-02-11 18:29:00,21.7,28.84,0.0,587.5,0,2,11,18:29:00,18,0.0,1.0
2015-02-11 18:29:59,21.7,28.86,0.0,586.0,0,2,11,18:29:59,18,0.0,1.0
2015-02-11 18:30:59,21.7,28.86,0.0,592.333333333333,0,2,11,18:30:59,18,0.0,1.0
2015-02-11 18:32:00,21.7,28.79,0.0,590.0,0,2,11,18:32:00,18,0.0,1.0
2015-02-11 18:33:00,21.6,28.895,0.0,590.0,0,2,11,18:33:00,18,0.0,1.0
2015-02-11 18:34:00,21.6333333333333,28.79,0.0,590.5,0,2,11,18:34:00,18,0.0,1.0
2015-02-11 18:35:00,21.6,28.73,0.0,593.5,0,2,11,18:35:00,18,0.0,1.0
2015-02-11 18:36:00,21.6,28.79,0.0,595.0,0,2,11,18:36:00,18,0.0,1.0
2015-02-11 18:36:59,21.6,28.79,0.0,594.666666666667,0,2,11,18:36:59,18,0.0,1.0
2015-02-11 18:38:00,21.55,28.79,0.0,593.0,0,2,11,18:38:00,18,0.0,1.0
2015-02-11 18:39:00,21.6,28.79,0.0,582.5,0,2,11,18:39:00,18,0.0,1.0
2015-02-11 18:40:00,21.6,28.79,0.0,579.5,0,2,11,18:40:00,18,0.0,1.0
2015-02-11 18:40:59,21.6,28.79,0.0,588.0,0,2,11,18:40:59,18,0.0,1.0
2015-02-11 18:42:00,21.5,28.84,0.0,596.5,0,2,11,18:42:00,18,0.0,1.0
2015-02-11 18:42:59,21.5,28.823333333333302,0.0,622.333333333333,0,2,11,18:42:59,18,0.0,1.0
2015-02-11 18:43:59,21.5,28.79,0.0,606.0,0,2,11,18:43:59,18,0.0,1.0
2015-02-11 18:45:00,21.5,29.6,0.0,605.0,0,2,11,18:45:00,18,0.0,1.0
2015-02-11 18:46:00,21.5,28.995,0.0,642.5,0,2,11,18:46:00,18,0.0,1.0
2015-02-11 18:47:00,21.39,29.015,0.0,604.25,0,2,11,18:47:00,18,0.0,1.0
2015-02-11 18:48:00,21.39,29.445,0.0,596.0,0,2,11,18:48:00,18,0.0,1.0
2015-02-11 18:49:00,21.39,29.2,0.0,612.0,0,2,11,18:49:00,18,0.0,1.0
2015-02-11 18:49:59,21.39,29.1,0.0,720.5,0,2,11,18:49:59,18,0.0,1.0
2015-02-11 18:51:00,21.323333333333302,29.33,0.0,1760.0,0,2,11,18:51:00,18,0.0,1.0
2015-02-11 18:52:00,21.29,29.0,0.0,1665.0,0,2,11,18:52:00,18,0.0,1.0
2015-02-11 18:53:00,21.29,29.03,0.0,1255.66666666667,0,2,11,18:53:00,18,0.0,1.0
2015-02-11 18:53:59,21.29,29.2,0.0,724.0,0,2,11,18:53:59,18,0.0,1.0
2015-02-11 18:55:00,21.29,29.1,0.0,619.0,0,2,11,18:55:00,18,0.0,1.0
2015-02-11 18:55:59,21.29,29.9,0.0,562.5,0,2,11,18:55:59,18,0.0,1.0
2015-02-11 18:56:59,21.29,29.926666666666698,0.0,582.0,0,2,11,18:56:59,18,0.0,1.0
2015-02-11 18:58:00,21.29,29.8,0.0,616.0,0,2,11,18:58:00,18,0.0,1.0
2015-02-11 18:59:00,21.245,29.55,0.0,648.5,0,2,11,18:59:00,18,0.0,1.0
2015-02-11 19:00:00,21.2,29.5,0.0,673.0,0,2,11,19:00:00,19,0.0,1.0
2015-02-11 19:01:00,21.2,30.1,0.0,608.0,0,2,11,19:01:00,19,0.0,1.0
2015-02-11 19:01:59,21.2,29.6,0.0,752.0,0,2,11,19:01:59,19,0.0,1.0
2015-02-11 19:02:59,21.2,30.45,0.0,621.5,0,2,11,19:02:59,19,0.0,1.0
2015-02-11 19:04:00,21.2,30.0,0.0,589.333333333333,0,2,11,19:04:00,19,0.0,1.0
2015-02-11 19:05:00,21.2,29.9,0.0,608.5,0,2,11,19:05:00,19,0.0,1.0
2015-02-11 19:06:00,21.2,29.945,0.0,620.0,0,2,11,19:06:00,19,0.0,1.0
2015-02-11 19:07:00,21.2,29.495,0.0,598.5,0,2,11,19:07:00,19,0.0,1.0
2015-02-11 19:08:00,21.2,29.64,0.0,640.5,0,2,11,19:08:00,19,0.0,1.0
2015-02-11 19:08:59,21.2,29.963333333333303,0.0,695.0,0,2,11,19:08:59,19,0.0,1.0
2015-02-11 19:09:59,21.2,29.89,0.0,670.0,0,2,11,19:09:59,19,0.0,1.0
