,date,Temperature,Humidity,Light,CO2,Occupancy,Ora,day,hour,absH,weekend,out_of_turn
22,2015-02-04 18:13:00,22.89,27.445,0.0,691.0,0,2,4,18:13:00,18,0.0,1.0
23,2015-02-04 18:14:00,22.89,27.5,0.0,688.0,0,2,4,18:14:00,18,0.0,1.0
24,2015-02-04 18:15:00,22.89,27.5,0.0,689.5,0,2,4,18:15:00,18,0.0,1.0
25,2015-02-04 18:16:00,22.79,27.445,0.0,689.0,0,2,4,18:16:00,18,0.0,1.0
26,2015-02-04 18:16:59,22.79,27.5,0.0,685.666666666667,0,2,4,18:16:59,18,0.0,1.0
27,2015-02-04 18:17:59,22.79,27.5,0.0,687.0,0,2,4,18:17:59,18,0.0,1.0
28,2015-02-04 18:19:00,22.79,27.5,0.0,688.0,0,2,4,18:19:00,18,0.0,1.0
29,2015-02-04 18:20:00,22.745,27.5,0.0,670.0,0,2,4,18:20:00,18,0.0,1.0
30,2015-02-04 18:21:00,22.7,27.463333333333306,0.0,668.666666666667,0,2,4,18:21:00,18,0.0,1.0
31,2015-02-04 18:22:00,22.7,27.5,0.0,670.0,0,2,4,18:22:00,18,0.0,1.0
32,2015-02-04 18:23:00,22.7,27.5,0.0,667.0,0,2,4,18:23:00,18,0.0,1.0
33,2015-02-04 18:23:59,22.6666666666667,27.426666666666694,0.0,664.5,0,2,4,18:23:59,18,0.0,1.0
34,2015-02-04 18:24:59,22.7,27.6,0.0,670.0,0,2,4,18:24:59,18,0.0,1.0
35,2015-02-04 18:26:00,22.6,27.426666666666694,0.0,670.333333333333,0,2,4,18:26:00,18,0.0,1.0
36,2015-02-04 18:27:00,22.6,27.39,0.0,672.0,0,2,4,18:27:00,18,0.0,1.0
37,2015-02-04 18:28:00,22.6,27.356666666666694,0.0,658.0,0,2,4,18:28:00,18,0.0,1.0
38,2015-02-04 18:29:00,22.6,27.445,0.0,660.5,0,2,4,18:29:00,18,0.0,1.0
39,2015-02-04 18:29:59,22.6,27.426666666666694,0.0,658.0,0,2,4,18:29:59,18,0.0,1.0
40,2015-02-04 18:30:59,22.6,27.445,0.0,655.0,0,2,4,18:30:59,18,0.0,1.0
41,2015-02-04 18:32:00,22.6,27.445,0.0,654.25,0,2,4,18:32:00,18,0.0,1.0
42,2015-02-04 18:33:00,22.6,27.39,0.0,648.0,0,2,4,18:33:00,18,0.0,1.0
43,2015-02-04 18:34:00,22.5,27.323333333333306,0.0,648.666666666667,0,2,4,18:34:00,18,0.0,1.0
44,2015-02-04 18:35:00,22.5,27.445,0.0,646.0,0,2,4,18:35:00,18,0.0,1.0
45,2015-02-04 18:36:00,22.5,27.5,0.0,646.0,0,2,4,18:36:00,18,0.0,1.0
46,2015-02-04 18:36:59,22.5,27.445,0.0,641.5,0,2,4,18:36:59,18,0.0,1.0
47,2015-02-04 18:38:00,22.39,27.29,0.0,639.0,0,2,4,18:38:00,18,0.0,1.0
48,2015-02-04 18:39:00,22.5,27.5,0.0,640.0,0,2,4,18:39:00,18,0.0,1.0
49,2015-02-04 18:40:00,22.39,27.34,0.0,630.5,0,2,4,18:40:00,18,0.0,1.0
50,2015-02-04 18:40:59,22.39,27.356666666666694,0.0,629.333333333333,0,2,4,18:40:59,18,0.0,1.0
51,2015-02-04 18:42:00,22.39,27.5,0.0,632.0,0,2,4,18:42:00,18,0.0,1.0
52,2015-02-04 18:42:59,22.39,27.5,0.0,636.5,0,2,4,18:42:59,18,0.0,1.0
53,2015-02-04 18:43:59,22.39,27.5,0.0,627.5,0,2,4,18:43:59,18,0.0,1.0
54,2015-02-04 18:45:00,22.39,27.39,0.0,626.0,0,2,4,18:45:00,18,0.0,1.0
55,2015-02-04 18:46:00,22.39,27.5,0.0,625.5,0,2,4,18:46:00,18,0.0,1.0
56,2015-02-04 18:47:00,22.34,27.39,0.0,623.5,0,2,4,18:47:00,18,0.0,1.0
57,2015-02-04 18:48:00,22.39,27.463333333333306,0.0,624.666666666667,0,2,4,18:48:00,18,0.0,1.0
58,2015-02-04 18:49:00,22.39,27.39,0.0,622.0,0,2,4,18:49:00,18,0.0,1.0
59,2015-02-04 18:49:59,22.29,27.39,0.0,621.0,0,2,4,18:49:59,18,0.0,1.0
60,2015-02-04 18:51:00,22.34,27.39,0.0,626.5,0,2,4,18:51:00,18,0.0,1.0
61,2015-02-04 18:52:00,22.29,27.39,0.0,622.0,0,2,4,18:52:00,18,0.0,1.0
62,2015-02-04 18:53:00,22.39,27.39,0.0,620.0,0,2,4,18:53:00,18,0.0,1.0
63,2015-02-04 18:53:59,22.29,27.39,0.0,621.5,0,2,4,18:53:59,18,0.0,1.0
64,2015-02-04 18:55:00,22.29,27.356666666666694,0.0,616.333333333333,0,2,4,18:55:00,18,0.0,1.0
65,2015-02-04 18:55:59,22.29,27.34,0.0,609.0,0,2,4,18:55:59,18,0.0,1.0
66,2015-02-04 18:56:59,22.29,27.39,0.0,614.0,0,2,4,18:56:59,18,0.0,1.0
67,2015-02-04 18:58:00,22.29,27.34,0.0,613.5,0,2,4,18:58:00,18,0.0,1.0
68,2015-02-04 18:59:00,22.29,27.34,0.0,611.0,0,2,4,18:59:00,18,0.0,1.0
69,2015-02-04 19:00:00,22.29,27.39,0.0,612.0,0,2,4,19:00:00,19,0.0,1.0
70,2015-02-04 19:01:00,22.29,27.29,0.0,608.0,0,2,4,19:01:00,19,0.0,1.0
71,2015-02-04 19:01:59,22.29,27.29,0.0,605.5,0,2,4,19:01:59,19,0.0,1.0
72,2015-02-04 19:02:59,22.2675,27.315,0.0,608.5,0,2,4,19:02:59,19,0.0,1.0
73,2015-02-04 19:04:00,22.2,27.29,0.0,608.5,0,2,4,19:04:00,19,0.0,1.0
74,2015-02-04 19:05:00,22.245,27.29,0.0,602.5,0,2,4,19:05:00,19,0.0,1.0
75,2015-02-04 19:06:00,22.2,27.29,0.0,598.0,0,2,4,19:06:00,19,0.0,1.0
76,2015-02-04 19:07:00,22.2,27.29,0.0,595.0,0,2,4,19:07:00,19,0.0,1.0
77,2015-02-04 19:08:00,22.2,27.29,0.0,591.0,0,2,4,19:08:00,19,0.0,1.0
78,2015-02-04 19:08:59,22.245,27.245,0.0,591.0,0,2,4,19:08:59,19,0.0,1.0
79,2015-02-04 19:09:59,22.2,27.2,0.0,595.0,0,2,4,19:09:59,19,0.0,1.0
80,2015-02-04 19:11:00,22.2,27.29,0.0,594.333333333333,0,2,4,19:11:00,19,0.0,1.0
81,2015-02-04 19:12:00,22.2,27.29,0.0,593.5,0,2,4,19:12:00,19,0.0,1.0
82,2015-02-04 19:13:00,22.2,27.29,0.0,592.0,0,2,4,19:13:00,19,0.0,1.0
83,2015-02-04 19:14:00,22.15,27.245,0.0,586.5,0,2,4,19:14:00,19,0.0,1.0
84,2015-02-04 19:14:59,22.2,27.2,0.0,586.0,0,2,4,19:14:59,19,0.0,1.0
85,2015-02-04 19:15:59,22.15,27.245,0.0,586.0,0,2,4,19:15:59,19,0.0,1.0
86,2015-02-04 19:17:00,22.2,27.245,0.0,584.5,0,2,4,19:17:00,19,0.0,1.0
87,2015-02-04 19:18:00,22.1,27.245,0.0,584.5,0,2,4,19:18:00,19,0.0,1.0
88,2015-02-04 19:19:00,22.1,27.2,0.0,585.5,0,2,4,19:19:00,19,0.0,1.0
89,2015-02-04 19:20:00,22.1333333333333,27.2,0.0,584.666666666667,0,2,4,19:20:00,19,0.0,1.0
90,2015-02-04 19:21:00,22.2,27.2,0.0,577.0,0,2,4,19:21:00,19,0.0,1.0
91,2015-02-04 19:21:59,22.1,27.2,0.0,580.0,0,2,4,19:21:59,19,0.0,1.0
92,2015-02-04 19:23:00,22.125,27.2,0.0,582.0,0,2,4,19:23:00,19,0.0,1.0
93,2015-02-04 19:24:00,22.2,27.2,0.0,580.0,0,2,4,19:24:00,19,0.0,1.0
94,2015-02-04 19:25:00,22.1,27.15,0.0,578.0,0,2,4,19:25:00,19,0.0,1.0
95,2015-02-04 19:25:59,22.1,27.2,0.0,576.5,0,2,4,19:25:59,19,0.0,1.0
96,2015-02-04 19:27:00,22.1,27.2,0.0,580.0,0,2,4,19:27:00,19,0.0,1.0
97,2015-02-04 19:27:59,22.1,27.2,0.0,572.5,0,2,4,19:27:59,19,0.0,1.0
98,2015-02-04 19:28:59,22.1,27.2,0.0,567.0,0,2,4,19:28:59,19,0.0,1.0
99,2015-02-04 19:30:00,22.1,27.2,0.0,568.0,0,2,4,19:30:00,19,0.0,1.0
100,2015-02-04 19:31:00,22.1,27.2,0.0,574.5,0,2,4,19:31:00,19,0.0,1.0
101,2015-02-04 19:32:00,22.1,27.2,0.0,564.333333333333,0,2,4,19:32:00,19,0.0,1.0
102,2015-02-04 19:33:00,22.1,27.2,0.0,563.0,0,2,4,19:33:00,19,0.0,1.0
103,2015-02-04 19:34:00,22.1,27.15,0.0,564.5,0,2,4,19:34:00,19,0.0,1.0
104,2015-02-04 19:34:59,22.0666666666667,27.1666666666667,0.0,566.333333333333,0,2,4,19:34:59,19,0.0,1.0
105,2015-02-04 19:36:00,22.1,27.1,0.0,562.0,0,2,4,19:36:00,19,0.0,1.0
106,2015-02-04 19:37:00,22.0,27.1,0.0,565.5,0,2,4,19:37:00,19,0.0,1.0
107,2015-02-04 19:38:00,22.0,27.1,0.0,570.0,0,2,4,19:38:00,19,0.0,1.0
108,2015-02-04 19:38:59,22.05,27.15,0.0,562.0,0,2,4,19:38:59,19,0.0,1.0
109,2015-02-04 19:40:00,22.0,27.1,0.0,560.0,0,2,4,19:40:00,19,0.0,1.0
110,2015-02-04 19:40:59,22.0,27.1,0.0,558.0,0,2,4,19:40:59,19,0.0,1.0
111,2015-02-04 19:41:59,22.0,27.1,0.0,556.0,0,2,4,19:41:59,19,0.0,1.0
112,2015-02-04 19:43:00,22.0,27.1,0.0,557.0,0,2,4,19:43:00,19,0.0,1.0
113,2015-02-04 19:44:00,21.9175,27.1,0.0,556.5,0,2,4,19:44:00,19,0.0,1.0
114,2015-02-04 19:45:00,21.945,27.1,0.0,557.5,0,2,4,19:45:00,19,0.0,1.0
115,2015-02-04 19:46:00,21.926666666666694,27.1,0.0,555.0,0,2,4,19:46:00,19,0.0,1.0
116,2015-02-04 19:46:59,21.89,27.1,0.0,555.0,0,2,4,19:46:59,19,0.0,1.0
117,2015-02-04 19:47:59,21.89,27.1,0.0,553.0,0,2,4,19:47:59,19,0.0,1.0
118,2015-02-04 19:49:00,21.89,27.1,0.0,549.5,0,2,4,19:49:00,19,0.0,1.0
119,2015-02-04 19:50:00,21.89,27.1,0.0,548.5,0,2,4,19:50:00,19,0.0,1.0
120,2015-02-04 19:51:00,21.89,27.1,0.0,551.5,0,2,4,19:51:00,19,0.0,1.0
121,2015-02-04 19:52:00,21.89,27.1,0.0,548.5,0,2,4,19:52:00,19,0.0,1.0
122,2015-02-04 19:53:00,21.89,27.1,0.0,548.0,0,2,4,19:53:00,19,0.0,1.0
123,2015-02-04 19:53:59,21.89,27.1,0.0,547.5,0,2,4,19:53:59,19,0.0,1.0
124,2015-02-04 19:54:59,21.89,27.1,0.0,553.0,0,2,4,19:54:59,19,0.0,1.0
125,2015-02-04 19:56:00,21.84,27.1,0.0,547.5,0,2,4,19:56:00,19,0.0,1.0
126,2015-02-04 19:57:00,21.856666666666694,27.1,0.0,548.666666666667,0,2,4,19:57:00,19,0.0,1.0
127,2015-02-04 19:58:00,21.79,27.1,0.0,540.0,0,2,4,19:58:00,19,0.0,1.0
128,2015-02-04 19:59:00,21.79,27.1,0.0,538.0,0,2,4,19:59:00,19,0.0,1.0
129,2015-02-04 19:59:59,21.79,27.1,0.0,542.0,0,2,4,19:59:59,19,0.0,1.0
130,2015-02-04 20:00:59,21.79,27.1,0.0,542.0,0,2,4,20:00:59,20,0.0,1.0
131,2015-02-04 20:02:00,21.79,27.1,0.0,538.0,0,2,4,20:02:00,20,0.0,1.0
132,2015-02-04 20:03:00,21.79,27.1,0.0,537.666666666667,0,2,4,20:03:00,20,0.0,1.0
133,2015-02-04 20:04:00,21.79,27.1,0.0,537.5,0,2,4,20:04:00,20,0.0,1.0
134,2015-02-04 20:05:00,21.79,27.1,0.0,536.0,0,2,4,20:05:00,20,0.0,1.0
135,2015-02-04 20:06:00,21.745,27.1,0.0,534.5,0,2,4,20:06:00,20,0.0,1.0
136,2015-02-04 20:06:59,21.7,27.1,0.0,532.5,0,2,4,20:06:59,20,0.0,1.0
137,2015-02-04 20:08:00,21.76,27.1,0.0,530.0,0,2,4,20:08:00,20,0.0,1.0
138,2015-02-04 20:09:00,21.745,27.05,0.0,529.5,0,2,4,20:09:00,20,0.0,1.0
139,2015-02-04 20:10:00,21.79,27.05,0.0,531.0,0,2,4,20:10:00,20,0.0,1.0
140,2015-02-04 20:10:59,21.73,27.0,0.0,533.333333333333,0,2,4,20:10:59,20,0.0,1.0
141,2015-02-04 20:12:00,21.745,27.0,0.0,531.0,0,2,4,20:12:00,20,0.0,1.0
142,2015-02-04 20:12:59,21.745,27.0,0.0,529.0,0,2,4,20:12:59,20,0.0,1.0
143,2015-02-04 20:13:59,21.745,27.0,0.0,528.5,0,2,4,20:13:59,20,0.0,1.0
144,2015-02-04 20:15:00,21.7,27.0,0.0,525.0,0,2,4,20:15:00,20,0.0,1.0
145,2015-02-04 20:16:00,21.7,27.0,0.0,528.5,0,2,4,20:16:00,20,0.0,1.0
146,2015-02-04 20:17:00,21.7,27.0,0.0,530.5,0,2,4,20:17:00,20,0.0,1.0
147,2015-02-04 20:18:00,21.7,26.89,0.0,528.0,0,2,4,20:18:00,20,0.0,1.0
148,2015-02-04 20:19:00,21.7,26.89,0.0,526.0,0,2,4,20:19:00,20,0.0,1.0
149,2015-02-04 20:19:59,21.7,26.89,0.0,530.0,0,2,4,20:19:59,20,0.0,1.0
150,2015-02-04 20:21:00,21.7,26.89,0.0,533.333333333333,0,2,4,20:21:00,20,0.0,1.0
151,2015-02-04 20:22:00,21.7,26.89,0.0,529.0,0,2,4,20:22:00,20,0.0,1.0
152,2015-02-04 20:23:00,21.7,26.89,0.0,528.0,0,2,4,20:23:00,20,0.0,1.0
153,2015-02-04 20:23:59,21.7,26.89,0.0,526.0,0,2,4,20:23:59,20,0.0,1.0
154,2015-02-04 20:25:00,21.7,26.89,0.0,526.0,0,2,4,20:25:00,20,0.0,1.0
155,2015-02-04 20:25:59,21.7,26.79,0.0,521.0,0,2,4,20:25:59,20,0.0,1.0
156,2015-02-04 20:26:59,21.7,26.79,0.0,518.0,0,2,4,20:26:59,20,0.0,1.0
157,2015-02-04 20:28:00,21.7,26.79,0.0,515.5,0,2,4,20:28:00,20,0.0,1.0
158,2015-02-04 20:29:00,21.7,26.79,0.0,520.0,0,2,4,20:29:00,20,0.0,1.0
159,2015-02-04 20:30:00,21.7,26.7675,0.0,523.5,0,2,4,20:30:00,20,0.0,1.0
160,2015-02-04 20:31:00,21.7,26.79,0.0,525.5,0,2,4,20:31:00,20,0.0,1.0
161,2015-02-04 20:31:59,21.7,26.79,0.0,525.5,0,2,4,20:31:59,20,0.0,1.0
162,2015-02-04 20:32:59,21.7,26.79,0.0,514.0,0,2,4,20:32:59,20,0.0,1.0
163,2015-02-04 20:34:00,21.7,26.7,0.0,518.0,0,2,4,20:34:00,20,0.0,1.0
164,2015-02-04 20:35:00,21.7,26.7,0.0,518.0,0,2,4,20:35:00,20,0.0,1.0
165,2015-02-04 20:36:00,21.7,26.7,0.0,520.0,0,2,4,20:36:00,20,0.0,1.0
166,2015-02-04 20:37:00,21.6,26.7,0.0,521.0,0,2,4,20:37:00,20,0.0,1.0
167,2015-02-04 20:38:00,21.6,26.6,0.0,518.0,0,2,4,20:38:00,20,0.0,1.0
168,2015-02-04 20:38:59,21.6,26.65,0.0,517.0,0,2,4,20:38:59,20,0.0,1.0
169,2015-02-04 20:39:59,21.6,26.6,0.0,511.5,0,2,4,20:39:59,20,0.0,1.0
170,2015-02-04 20:41:00,21.65,26.65,0.0,514.0,0,2,4,20:41:00,20,0.0,1.0
171,2015-02-04 20:42:00,21.6,26.55,0.0,515.5,0,2,4,20:42:00,20,0.0,1.0
172,2015-02-04 20:43:00,21.6,26.5,0.0,517.0,0,2,4,20:43:00,20,0.0,1.0
173,2015-02-04 20:44:00,21.6,26.5,0.0,515.0,0,2,4,20:44:00,20,0.0,1.0
174,2015-02-04 20:44:59,21.6,26.5,0.0,512.0,0,2,4,20:44:59,20,0.0,1.0
175,2015-02-04 20:45:59,21.6,26.5,0.0,515.0,0,2,4,20:45:59,20,0.0,1.0
176,2015-02-04 20:47:00,21.65,26.55,0.0,511.0,0,2,4,20:47:00,20,0.0,1.0
177,2015-02-04 20:48:00,21.6,26.5,0.0,514.0,0,2,4,20:48:00,20,0.0,1.0
178,2015-02-04 20:49:00,21.6,26.445,0.0,508.0,0,2,4,20:49:00,20,0.0,1.0
179,2015-02-04 20:50:00,21.6,26.4725,0.0,509.75,0,2,4,20:50:00,20,0.0,1.0
180,2015-02-04 20:51:00,21.6,26.445,0.0,508.75,0,2,4,20:51:00,20,0.0,1.0
181,2015-02-04 20:51:59,21.6,26.445,0.0,508.5,0,2,4,20:51:59,20,0.0,1.0
182,2015-02-04 20:53:00,21.6,26.39,0.0,507.0,0,2,4,20:53:00,20,0.0,1.0
183,2015-02-04 20:54:00,21.6,26.39,0.0,507.0,0,2,4,20:54:00,20,0.0,1.0
184,2015-02-04 20:55:00,21.6,26.39,0.0,503.5,0,2,4,20:55:00,20,0.0,1.0
185,2015-02-04 20:55:59,21.6,26.39,0.0,504.0,0,2,4,20:55:59,20,0.0,1.0
186,2015-02-04 20:57:00,21.6,26.39,0.0,504.0,0,2,4,20:57:00,20,0.0,1.0
187,2015-02-04 20:57:59,21.575,26.315,0.0,500.5,0,2,4,20:57:59,20,0.0,1.0
188,2015-02-04 20:58:59,21.6,26.29,0.0,500.0,0,2,4,20:58:59,20,0.0,1.0
189,2015-02-04 21:00:00,21.6,26.29,0.0,503.5,0,3,4,21:00:00,21,0.0,1.0
190,2015-02-04 21:01:00,21.55,26.245,0.0,503.0,0,3,4,21:01:00,21,0.0,1.0
191,2015-02-04 21:02:00,21.55,26.245,0.0,502.5,0,3,4,21:02:00,21,0.0,1.0
192,2015-02-04 21:03:00,21.5,26.2,0.0,502.0,0,3,4,21:03:00,21,0.0,1.0
193,2015-02-04 21:04:00,21.5666666666667,26.2,0.0,502.0,0,3,4,21:04:00,21,0.0,1.0
194,2015-02-04 21:04:59,21.5,26.2,0.0,502.5,0,3,4,21:04:59,21,0.0,1.0
195,2015-02-04 21:06:00,21.5,26.2,0.0,497.0,0,3,4,21:06:00,21,0.0,1.0
196,2015-02-04 21:07:00,21.5,26.15,0.0,501.5,0,3,4,21:07:00,21,0.0,1.0
197,2015-02-04 21:08:00,21.5,26.15,0.0,504.0,0,3,4,21:08:00,21,0.0,1.0
198,2015-02-04 21:08:59,21.5,26.1,0.0,501.0,0,3,4,21:08:59,21,0.0,1.0
199,2015-02-04 21:10:00,21.5,26.1,0.0,493.75,0,3,4,21:10:00,21,0.0,1.0
200,2015-02-04 21:10:59,21.5,26.1,0.0,500.0,0,3,4,21:10:59,21,0.0,1.0
201,2015-02-04 21:11:59,21.5,26.1,0.0,504.5,0,3,4,21:11:59,21,0.0,1.0
202,2015-02-04 21:13:00,21.5,26.05,0.0,504.0,0,3,4,21:13:00,21,0.0,1.0
203,2015-02-04 21:14:00,21.5,26.1,0.0,501.0,0,3,4,21:14:00,21,0.0,1.0
204,2015-02-04 21:15:00,21.5,26.0,0.0,499.0,0,3,4,21:15:00,21,0.0,1.0
205,2015-02-04 21:16:00,21.5,26.0,0.0,502.0,0,3,4,21:16:00,21,0.0,1.0
206,2015-02-04 21:16:59,21.5,26.0,0.0,503.5,0,3,4,21:16:59,21,0.0,1.0
207,2015-02-04 21:17:59,21.5,26.0,0.0,500.666666666667,0,3,4,21:17:59,21,0.0,1.0
208,2015-02-04 21:19:00,21.5,26.0,0.0,493.0,0,3,4,21:19:00,21,0.0,1.0
209,2015-02-04 21:20:00,21.5,26.0,0.0,492.5,0,3,4,21:20:00,21,0.0,1.0
210,2015-02-04 21:21:00,21.5,26.0,0.0,493.0,0,3,4,21:21:00,21,0.0,1.0
211,2015-02-04 21:22:00,21.5,25.89,0.0,495.5,0,3,4,21:22:00,21,0.0,1.0
212,2015-02-04 21:23:00,21.5,26.0,0.0,492.666666666667,0,3,4,21:23:00,21,0.0,1.0
213,2015-02-04 21:23:59,21.5,26.0,0.0,490.0,0,3,4,21:23:59,21,0.0,1.0
214,2015-02-04 21:24:59,21.5,25.926666666666694,0.0,493.0,0,3,4,21:24:59,21,0.0,1.0
215,2015-02-04 21:26:00,21.5,25.89,0.0,494.666666666667,0,3,4,21:26:00,21,0.0,1.0
216,2015-02-04 21:27:00,21.5,25.89,0.0,496.0,0,3,4,21:27:00,21,0.0,1.0
217,2015-02-04 21:28:00,21.5,25.89,0.0,491.0,0,3,4,21:28:00,21,0.0,1.0
218,2015-02-04 21:29:00,21.5,25.84,0.0,490.5,0,3,4,21:29:00,21,0.0,1.0
219,2015-02-04 21:29:59,21.5,25.84,0.0,490.0,0,3,4,21:29:59,21,0.0,1.0
220,2015-02-04 21:30:59,21.5,25.89,0.0,491.0,0,3,4,21:30:59,21,0.0,1.0
221,2015-02-04 21:32:00,21.5,25.89,0.0,491.666666666667,0,3,4,21:32:00,21,0.0,1.0
222,2015-02-04 21:33:00,21.5,25.89,0.0,493.5,0,3,4,21:33:00,21,0.0,1.0
223,2015-02-04 21:34:00,21.4725,25.865,0.0,493.75,0,3,4,21:34:00,21,0.0,1.0
224,2015-02-04 21:35:00,21.5,25.84,0.0,490.0,0,3,4,21:35:00,21,0.0,1.0
225,2015-02-04 21:36:00,21.5,25.79,0.0,488.0,0,3,4,21:36:00,21,0.0,1.0
226,2015-02-04 21:36:59,21.5,25.79,0.0,490.0,0,3,4,21:36:59,21,0.0,1.0
227,2015-02-04 21:38:00,21.5,25.79,0.0,487.0,0,3,4,21:38:00,21,0.0,1.0
228,2015-02-04 21:39:00,21.445,25.745,0.0,492.5,0,3,4,21:39:00,21,0.0,1.0
229,2015-02-04 21:40:00,21.445,25.745,0.0,493.5,0,3,4,21:40:00,21,0.0,1.0
230,2015-02-04 21:40:59,21.463333333333303,25.76,0.0,493.333333333333,0,3,4,21:40:59,21,0.0,1.0
231,2015-02-04 21:42:00,21.445,25.745,0.0,488.0,0,3,4,21:42:00,21,0.0,1.0
232,2015-02-04 21:42:59,21.5,25.79,0.0,487.5,0,3,4,21:42:59,21,0.0,1.0
233,2015-02-04 21:43:59,21.426666666666698,25.73,0.0,485.333333333333,0,3,4,21:43:59,21,0.0,1.0
234,2015-02-04 21:45:00,21.39,25.7,0.0,484.0,0,3,4,21:45:00,21,0.0,1.0
235,2015-02-04 21:46:00,21.39,25.7,0.0,489.0,0,3,4,21:46:00,21,0.0,1.0
236,2015-02-04 21:47:00,21.445,25.745,0.0,488.0,0,3,4,21:47:00,21,0.0,1.0
237,2015-02-04 21:48:00,21.5,25.79,0.0,493.0,0,3,4,21:48:00,21,0.0,1.0
238,2015-02-04 21:49:00,21.39,25.7,0.0,491.0,0,3,4,21:49:00,21,0.0,1.0
239,2015-02-04 21:49:59,21.445,25.745,0.0,488.0,0,3,4,21:49:59,21,0.0,1.0
240,2015-02-04 21:51:00,21.445,25.745,0.0,487.25,0,3,4,21:51:00,21,0.0,1.0
241,2015-02-04 21:52:00,21.39,25.7,0.0,489.0,0,3,4,21:52:00,21,0.0,1.0
242,2015-02-04 21:53:00,21.5,25.79,0.0,489.0,0,3,4,21:53:00,21,0.0,1.0
243,2015-02-04 21:53:59,21.39,25.7,0.0,486.0,0,3,4,21:53:59,21,0.0,1.0
244,2015-02-04 21:55:00,21.426666666666698,25.73,0.0,484.666666666667,0,3,4,21:55:00,21,0.0,1.0
245,2015-02-04 21:55:59,21.39,25.7,0.0,485.0,0,3,4,21:55:59,21,0.0,1.0
246,2015-02-04 21:56:59,21.39,25.7,0.0,487.0,0,3,4,21:56:59,21,0.0,1.0
247,2015-02-04 21:58:00,21.39,25.7,0.0,492.0,0,3,4,21:58:00,21,0.0,1.0
248,2015-02-04 21:59:00,21.39,25.7,0.0,490.666666666667,0,3,4,21:59:00,21,0.0,1.0
249,2015-02-04 22:00:00,21.39,25.7,0.0,488.0,0,3,4,22:00:00,22,0.0,1.0
250,2015-02-04 22:01:00,21.39,25.7,0.0,485.5,0,3,4,22:01:00,22,0.0,1.0
251,2015-02-04 22:01:59,21.39,25.7,0.0,486.0,0,3,4,22:01:59,22,0.0,1.0
252,2015-02-04 22:02:59,21.39,25.7,0.0,485.5,0,3,4,22:02:59,22,0.0,1.0
253,2015-02-04 22:04:00,21.39,25.7,0.0,486.0,0,3,4,22:04:00,22,0.0,1.0
254,2015-02-04 22:05:00,21.39,25.7,0.0,480.0,0,3,4,22:05:00,22,0.0,1.0
255,2015-02-04 22:06:00,21.39,25.7,0.0,481.0,0,3,4,22:06:00,22,0.0,1.0
256,2015-02-04 22:07:00,21.39,25.7,0.0,481.666666666667,0,3,4,22:07:00,22,0.0,1.0
257,2015-02-04 22:08:00,21.39,25.7,0.0,485.5,0,3,4,22:08:00,22,0.0,1.0
258,2015-02-04 22:08:59,21.39,25.7,0.0,485.0,0,3,4,22:08:59,22,0.0,1.0
